genus,species,native,n,fraction,year,plot
veronicastrum,virginicum,NA,1,0.004,2020,H1
veronicastrum,virginicum,NA,1,0.004,2020,H2
viola,pedatifida,NA,1,0.004,2020,J10
viola,sororia,NA,1,0.004,2020,A17
viola,sororia,NA,1,0.004,2020,B11
viola,sororia,NA,1,0.004,2020,B12
viola,sororia,NA,1,0.004,2020,B13
viola,sororia,NA,1,0.004,2020,B14
viola,sororia,NA,1,0.004,2020,B15
viola,sororia,NA,1,0.004,2020,B19
viola,sororia,NA,1,0.004,2020,B20
viola,sororia,NA,1,0.004,2020,B4
viola,sororia,NA,1,0.004,2020,B5
viola,sororia,NA,1,0.004,2020,B6
viola,sororia,NA,1,0.004,2020,B7
viola,sororia,NA,1,0.004,2020,C11
viola,sororia,NA,1,0.004,2020,C12
viola,sororia,NA,1,0.004,2020,C14
viola,sororia,NA,1,0.004,2020,C16
viola,sororia,NA,1,0.004,2020,C3
viola,sororia,NA,1,0.004,2020,C4
viola,sororia,NA,1,0.004,2020,C5
viola,sororia,NA,1,0.004,2020,C6
viola,sororia,NA,1,0.004,2020,C8
viola,sororia,NA,1,0.004,2020,D11
viola,sororia,NA,1,0.004,2020,D12
viola,sororia,NA,1,0.004,2020,D13
viola,sororia,NA,1,0.004,2020,D14
viola,sororia,NA,1,0.004,2020,D16
viola,sororia,NA,1,0.004,2020,D2
viola,sororia,NA,1,0.004,2020,D3
viola,sororia,NA,1,0.004,2020,D6
viola,sororia,NA,1,0.004,2020,D7
viola,sororia,NA,1,0.004,2020,E10
viola,sororia,NA,1,0.004,2020,E11
viola,sororia,NA,1,0.004,2020,E12
viola,sororia,NA,1,0.004,2020,E14
viola,sororia,NA,1,0.004,2020,E16
viola,sororia,NA,1,0.004,2020,E3
viola,sororia,NA,1,0.004,2020,E4
viola,sororia,NA,1,0.004,2020,E7
viola,sororia,NA,1,0.004,2020,F10
viola,sororia,NA,1,0.004,2020,F11
viola,sororia,NA,1,0.004,2020,F14
viola,sororia,NA,1,0.004,2020,F15
viola,sororia,NA,1,0.004,2020,F16
viola,sororia,NA,1,0.004,2020,F2
viola,sororia,NA,1,0.004,2020,F3
viola,sororia,NA,1,0.004,2020,G14
viola,sororia,NA,1,0.004,2020,G2
viola,sororia,NA,1,0.004,2020,H10
viola,sororia,NA,1,0.004,2020,H12
viola,sororia,NA,1,0.004,2020,H4
viola,sororia,NA,1,0.004,2020,H5
viola,sororia,NA,1,0.004,2020,H6
viola,sororia,NA,1,0.004,2020,H8
viola,sororia,NA,1,0.004,2020,I10
viola,sororia,NA,1,0.004,2020,I11
viola,sororia,NA,1,0.004,2020,I12
viola,sororia,NA,1,0.004,2020,I9
viola,sororia,NA,1,0.004,2020,J5
viola,sororia,NA,1,0.004,2020,J6
viola,sororia,NA,1,0.004,2020,J7
viola,sororia,NA,1,0.004,2020,J9
viola,sororia,NA,1,0.004,2020,K12
viola,sororia,NA,1,0.004,2020,K5
viola,sororia,NA,1,0.004,2020,K7
viola,sororia,NA,1,0.004,2020,K9
vitis,riparia,NA,1,0.004,2020,B14
vitis,riparia,NA,1,0.004,2020,L4
vitis,riparia,NA,1,0.004,2020,L6
zizia,aurea,NA,1,0.004,2020,A11
zizia,aurea,NA,1,0.004,2020,A12
zizia,aurea,NA,1,0.004,2020,A13
zizia,aurea,NA,1,0.004,2020,A25
zizia,aurea,NA,1,0.004,2020,B24
zizia,aurea,NA,1,0.004,2020,C1
zizia,aurea,NA,1,0.004,2020,C2
zizia,aurea,NA,1,0.004,2020,D1
zizia,aurea,NA,1,0.004,2020,D2
zizia,aurea,NA,1,0.004,2020,E1
zizia,aurea,NA,1,0.004,2020,E2
zizia,aurea,NA,1,0.004,2020,E3
zizia,aurea,NA,1,0.004,2020,F1
zizia,aurea,NA,1,0.004,2020,F17
zizia,aurea,NA,1,0.004,2020,F2
zizia,aurea,NA,1,0.004,2020,G1
zizia,aurea,NA,1,0.004,2020,G10
zizia,aurea,NA,1,0.004,2020,G15
zizia,aurea,NA,1,0.004,2020,G16
zizia,aurea,NA,1,0.004,2020,H10
zizia,aurea,NA,1,0.004,2020,H11
zizia,aurea,NA,1,0.004,2020,H2
zizia,aurea,NA,1,0.004,2020,H3
zizia,aurea,NA,1,0.004,2020,H6
zizia,aurea,NA,1,0.004,2020,H7
zizia,aurea,NA,1,0.004,2020,H9
zizia,aurea,NA,1,0.004,2020,I10
zizia,aurea,NA,1,0.004,2020,I12
zizia,aurea,NA,1,0.004,2020,I13
zizia,aurea,NA,1,0.004,2020,I5
zizia,aurea,NA,1,0.004,2020,I6
zizia,aurea,NA,1,0.004,2020,I9
zizia,aurea,NA,1,0.004,2020,J10
zizia,aurea,NA,1,0.004,2020,J8
zizia,aurea,NA,1,0.004,2020,J9
zizia,aurea,NA,1,0.004,2020,K10
