"chamber","ecosystem_name","ecosystem_block","rep","gas","estimate","p.value","average_temp_kelvin","total_vol_m3","flux","units","date","plot","soil_moist_percent","osoil_moist_percent","plant_biomass_g","plant_cover_percent","soil_temp_c","term","std.error","statistic","season"
"747","SW 2-3","SW",2,3,"N2O",-0.00789306420065853,0.263077501211641,304.6,0.007081765,-0.743055458415024,"nmol_m2_s1",2023-05-18,"SW_2",52.9,NA,NA,10,15.1,NA,NA,NA,"Spring"
"748","SW 2-4","SW",2,4,"N2O",0.0111084125535994,0.0978824423609287,303.95,0.008538549,1.26356593570672,"nmol_m2_s1",2023-05-18,"SW_2",48.8,NA,NA,80,14.9,NA,NA,NA,"Spring"
"749","UP 1-1","UP",1,1,"N2O",0.00132316838097299,0.881912456097953,297.45,0.009171934,0.16520608643826,"nmol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.8,NA,NA,NA,"Spring"
"750","UP 1-2","UP",1,2,"N2O",-0.000418335254047575,0.4091413706132,297.6,0.009551964,-0.0543686058376234,"nmol_m2_s1",2023-05-18,"UP_1",40.2,NA,NA,NA,14.6,NA,NA,NA,"Spring"
"751","UP 1-3","UP",1,3,"N2O",0.000248653017429484,0.606944973403624,298,0.007968503,0.0269226739478113,"nmol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.2,NA,NA,NA,"Spring"
"752","UP 1-4","UP",1,4,"N2O",-0.000381283909949319,0.157654894047247,295.95,0.007905165,-0.0412387084142069,"nmol_m2_s1",2023-05-18,"UP_1",42.9,NA,NA,NA,14.3,NA,NA,NA,"Spring"
"753","UP 2-1","UP",2,1,"N2O",0.000298794579816857,0.45053250482495,301.5,0.00891858,0.0357886315251527,"nmol_m2_s1",2023-05-18,"UP_2",29.8,NA,NA,NA,15.7,NA,NA,NA,"Spring"
"754","UP 2-2","UP",2,2,"N2O",0.00892211806574014,0.117326906461737,301.75,0.006765073,0.809948034566662,"nmol_m2_s1",2023-05-18,"UP_2",28.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
"755","UP 2-3","UP",2,3,"N2O",-0.000428634659804288,0.273467780178887,301.65,0.008981918,-0.0516793476875602,"nmol_m2_s1",2023-05-18,"UP_2",33.9,NA,NA,NA,15.6,NA,NA,NA,"Spring"
"756","UP 2-4","UP",2,4,"N2O",-0.000156940603823622,0.333630751669406,301.6,0.008475211,-0.0178574105222009,"nmol_m2_s1",2023-05-18,"UP_2",22.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
